DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
2017-08-09,4.25,0.0,0.0,0.0,75.0,84,64,160,160,13.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-10,5.37,0.0,0.0,0.0,76.0,86,65,160,170,14.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-11,6.04,0.01,0.0,0.0,75.0,81,68,120,150,15.0,19.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-08-12,6.04,0.12,0.0,0.0,72.0,77,65,130,130,14.1,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-08-13,8.05,0.0,0.0,0.0,77.0,85,69,310,290,17.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-14,6.26,0.0,0.0,0.0,76.0,81,67,200,180,12.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-15,3.36,0.51,0.0,0.0,73.0,74,68,220,240,12.1,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-16,8.5,0.0,0.0,0.0,76.0,87,70,310,290,17.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-08-17,7.83,0.0,0.0,0.0,75.0,81,66,160,180,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-18,6.71,0.68,0.0,0.0,77.0,84,73,240,230,19.9,23.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-08-19,8.28,0.0,0.0,0.0,79.0,89,73,250,260,18.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-20,9.62,0.0,0.0,0.0,78.0,85,68,330,300,17.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-21,7.38,0.0,0.0,0.0,78.0,88,66,200,200,16.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-22,11.86,0.7,0.0,0.0,80.0,91,73,230,240,31.1,40.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2017-08-23,9.17,0.0,0.0,0.0,78.0,83,69,270,270,18.1,23.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-24,8.05,0.0,0.0,0.0,74.0,81,66,310,300,16.1,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-25,7.83,0.0,0.0,0.0,71.0,79,61,290,280,15.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-26,6.26,0.0,0.0,0.0,70.0,79,59,20,40,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-27,7.61,0.0,0.0,0.0,69.0,78,59,10,70,14.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-28,8.95,0.0,0.0,0.0,70.0,76,60,50,50,18.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-29,11.63,0.3,0.0,0.0,67.0,69,61,30,80,21.0,27.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-08-30,10.96,0.0,0.0,0.0,68.0,80,60,350,350,18.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-31,10.96,0.03,0.0,0.0,72.0,84,61,300,300,28.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,12.08,0.0,0.0,0.0,65.0,73,55,330,330,25.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-02,9.17,0.6,0.0,0.0,61.0,68,49,60,110,16.1,21.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-03,9.84,0.48,0.0,0.0,64.0,73,60,260,260,18.1,23.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-04,10.74,0.0,0.0,0.0,69.0,82,58,200,200,21.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-05,10.29,0.03,0.0,0.0,76.0,87,67,280,280,31.1,38.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2017-09-06,9.17,0.37,0.0,0.0,68.0,71,61,340,340,23.0,27.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-09-07,10.51,0.03,0.0,0.0,65.0,74,59,260,260,21.9,29.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-08,9.62,0.0,0.0,0.0,65.0,74,54,280,280,25.1,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-09,10.74,0.0,0.0,0.0,63.0,72,54,320,310,21.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-10,10.29,0.0,0.0,0.0,64.0,75,55,20,20,21.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-11,5.82,0.0,0.0,0.0,66.0,79,53,340,290,13.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-12,5.37,0.0,0.0,0.0,70.0,82,57,240,270,12.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-13,5.59,0.17,0.0,0.0,70.0,84,59,250,250,18.1,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-09-14,7.16,0.0,0.0,0.0,74.0,83,69,250,240,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-15,3.8,0.0,0.0,0.0,75.0,82,65,160,270,10.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-16,4.92,0.0,0.0,0.0,74.0,82,67,150,160,10.1,16.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-09-17,3.8,0.0,0.0,0.0,73.0,82,69,170,130,12.1,14.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-09-18,8.5,0.0,0.0,0.0,71.0,75,69,30,30,14.1,18.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-09-19,16.33,0.04,0.0,0.0,73.0,81,69,20,60,25.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-20,16.11,0.0,0.0,0.0,75.0,81,71,360,360,29.1,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-21,12.3,0.0,0.0,0.0,77.0,84,71,360,360,19.9,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-22,15.21,0.0,0.0,0.0,75.0,85,66,360,360,23.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-23,9.84,0.0,0.0,0.0,78.0,90,70,360,360,18.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-24,4.7,0.0,0.0,0.0,79.0,92,65,10,40,13.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-25,4.03,0.0,0.0,0.0,79.0,90,69,70,70,10.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-26,3.8,0.0,0.0,0.0,74.0,84,67,340,330,10.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-27,6.71,0.0,0.0,0.0,77.0,88,69,40,40,13.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-28,16.33,0.0,0.0,0.0,76.0,79,60,350,310,28.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-29,6.26,0.0,0.0,0.0,63.0,70,54,260,280,17.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-30,13.87,0.0,0.0,0.0,61.0,68,53,360,10,25.9,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,7.61,0.0,0.0,0.0,58.0,71,49,10,290,14.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-02,4.92,0.0,0.0,0.0,61.0,75,47,20,360,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-03,6.26,0.0,0.0,0.0,62.0,70,51,160,150,13.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-04,9.84,0.0,0.0,0.0,63.0,78,50,210,230,19.9,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-05,11.63,0.0,0.0,0.0,72.0,86,63,240,250,18.1,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-06,4.92,0.0,0.0,0.0,74.0,85,68,270,260,15.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-07,6.49,0.0,0.0,0.0,74.0,82,65,180,190,16.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-08,11.41,0.22,0.0,0.0,75.0,79,73,220,230,19.9,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-10-09,9.84,0.26,0.0,0.0,75.0,77,72,330,180,19.9,25.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-10,8.05,0.0,0.0,0.0,75.0,83,66,290,320,15.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-11,8.05,0.01,0.0,0.0,70.0,76,63,80,80,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-12,12.3,0.05,0.0,0.0,62.0,65,56,50,60,18.1,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-13,8.95,0.0,0.0,0.0,58.0,67,50,20,50,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-14,5.59,0.1,0.0,0.0,65.0,74,61,360,340,12.1,14.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-15,11.18,0.0,0.0,0.0,69.0,73,65,230,230,23.0,27.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-16,14.76,0.01,0.0,0.0,62.0,69,47,320,310,23.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-17,7.38,0.0,0.0,0.0,51.0,62,40,200,250,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-18,6.71,0.0,0.0,0.0,57.0,74,45,230,230,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-19,10.07,0.0,0.0,0.0,61.0,74,48,240,220,19.9,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-20,9.17,0.0,0.0,0.0,65.0,76,55,330,310,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-21,3.58,0.0,0.0,0.0,65.0,81,52,230,290,10.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-22,4.25,0.0,0.0,0.0,63.0,75,50,150,150,12.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-23,7.61,0.0,0.0,0.0,67.0,75,58,150,140,18.1,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-24,11.86,0.21,0.0,0.0,70.0,77,66,180,160,23.9,35.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-10-25,6.71,0.0,0.0,0.0,64.0,68,52,310,310,15.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-26,10.74,0.0,0.0,0.0,56.0,60,48,290,290,21.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-27,6.26,0.0,0.0,0.0,53.0,65,41,230,250,15.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-28,6.49,0.0,0.0,0.0,59.0,71,47,150,150,17.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-29,11.41,3.86,0.0,0.0,64.0,68,61,240,240,38.9,48.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-30,17.0,0.22,0.0,0.0,57.0,61,48,270,260,35.1,46.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-10-31,11.63,0.0,0.0,0.0,52.0,59,45,250,250,25.9,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,5.82,0.0,0.0,0.0,49.0,58,39,100,100,12.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-02,6.26,0.0,0.0,0.0,63.0,75,55,180,190,16.1,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-03,11.63,0.0,0.0,0.0,67.0,76,50,350,340,28.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-04,7.61,0.0,0.0,0.0,52.0,57,43,330,340,16.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-05,6.71,0.05,0.0,0.0,56.0,62,53,70,70,12.1,16.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-06,12.08,0.0,0.0,0.0,63.0,67,47,320,320,25.9,33.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-07,12.53,0.69,0.0,0.0,46.0,50,39,10,10,21.9,25.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-08,11.41,0.0,0.0,0.0,43.0,51,39,360,10,21.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-09,7.16,0.0,0.0,0.0,45.0,54,37,240,230,14.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-10,17.9,0.01,0.0,0.0,43.0,50,25,330,350,31.1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-11,8.5,0.0,0.0,0.0,30.0,41,24,310,320,18.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-12,4.47,0.0,0.0,0.0,36.0,48,28,250,240,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-13,10.07,0.09,0.0,0.0,42.0,48,38,360,360,15.0,18.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-14,9.84,0.0,0.0,0.0,42.0,49,36,10,360,16.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-15,7.61,0.0,0.0,0.0,42.0,53,34,10,90,13.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-16,12.75,0.15,0.0,0.0,52.0,59,44,260,250,38.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-17,14.32,0.0,0.0,0.0,45.0,50,37,310,330,29.1,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-18,4.25,0.12,0.0,0.0,40.0,54,30,190,180,14.1,19.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-19,18.12,0.26,0.0,0.0,53.0,59,39,270,280,38.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-20,14.09,0.0,0.0,0.0,42.0,48,35,290,300,23.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-21,9.4,0.0,0.0,0.0,46.0,60,36,230,230,23.9,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-22,11.41,0.12,0.0,0.0,50.0,55,35,340,310,28.0,35.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-23,7.83,0.0,0.0,0.0,38.0,46,31,310,310,18.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-24,4.92,0.0,0.0,0.0,39.0,52,27,240,250,12.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-25,7.16,0.0,0.0,0.0,45.0,59,33,190,250,16.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-26,11.41,0.0,0.0,0.0,48.0,51,37,290,290,23.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-27,11.63,0.0,0.0,0.0,44.0,54,37,320,290,23.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-28,7.38,0.0,0.0,0.0,43.0,53,32,200,160,14.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,12.75,0.0,0.0,0.0,53.0,66,39,330,320,25.1,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-30,5.14,0.02,0.0,0.0,43.0,51,32,30,40,14.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,9.4,0.0,0.0,0.0,49.0,52,36,330,320,21.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-02,3.58,0.0,0.0,0.0,42.0,49,32,10,310,8.9,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03,4.7,0.0,0.0,0.0,44.0,49,38,360,360,8.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-04,4.92,0.0,0.0,0.0,41.0,52,32,150,170,8.9,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-12-05,9.62,0.31,0.0,0.0,54.0,64,50,200,200,14.1,21.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,13.2,0.0,0.0,0.0,49.0,59,37,270,280,25.1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-07,11.63,0.0,0.0,0.0,40.0,46,31,260,270,30.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-08,8.05,0.0,0.0,0.0,37.0,39,32,240,260,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-09,8.5,0.37,4.3,0.0,34.0,35,30,340,310,17.0,21.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-10,11.41,0.0,0.0,3.9,33.0,40,27,260,270,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-11,8.05,0.0,0.0,1.2,36.0,43,32,240,230,17.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-12,11.41,0.0,0.0,0.0,43.0,50,29,300,290,31.1,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-13,19.69,0.0,0.0,0.0,28.0,34,20,270,280,35.1,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-14,10.51,0.08,1.7,2.0,27.0,34,22,320,300,21.9,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-15,5.59,0.1,1.1,0.0,24.0,27,18,250,270,13.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-16,11.18,0.0,0.0,1.2,27.0,39,17,240,250,21.9,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-12-17,3.8,0.0,0.0,0.0,35.0,38,32,20,30,8.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-18,6.49,0.04,0.0,0.0,39.0,48,34,230,240,13.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2017-12-19,13.42,0.0,0.0,0.0,48.0,57,43,250,250,30.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,12.75,0.0,0.0,0.0,47.0,50,34,290,300,25.1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-21,6.93,0.0,0.0,0.0,36.0,42,30,360,310,14.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-22,4.92,0.0,0.0,0.0,39.0,49,33,20,20,10.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-23,7.61,0.51,0.0,0.0,42.0,50,39,310,310,21.0,29.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-24,10.74,0.0,0.0,0.0,40.0,41,37,310,320,23.0,27.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-25,19.01,0.2,0.1,0.0,36.0,38,28,270,280,40.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-26,13.65,0.0,0.0,0.0,27.0,30,22,260,250,28.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-27,11.63,0.0,0.0,0.0,23.0,26,17,310,310,18.1,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-28,14.32,0.0,0.0,0.0,17.0,20,12,320,300,23.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-29,10.29,0.0,0.0,0.0,16.0,25,12,280,300,19.9,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-30,7.38,0.03,0.5,0.0,19.0,23,15,280,280,16.1,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-12-31,14.99,0.0,0.0,1.2,17.0,19,9,320,300,29.1,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,12.75,0.0,0.0,0.0,12.0,20,6,330,320,23.9,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02,14.32,0.0,0.0,0.0,18.0,27,12,260,270,21.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03,5.82,0.0,0.0,0.0,20.0,30,10,20,350,14.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04,22.82,0.71,8.4,0.0,25.0,29,18,300,290,33.1,44.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-05,22.59,0.0,0.0,7.1,15.0,18,9,290,290,33.1,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06,16.78,0.0,0.0,7.1,11.0,14,6,310,280,25.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07,10.51,0.0,0.0,5.9,10.0,18,4,220,230,19.9,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08,10.74,0.0,0.0,5.9,21.0,31,16,230,230,17.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-01-09,11.18,0.0,0.0,5.1,33.0,44,23,300,300,23.9,31.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-01-10,4.03,0.0,0.0,3.1,33.0,40,24,120,310,8.9,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11,1.34,0.0,0.0,1.2,42.0,51,36,360,90,6.9,10.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12,8.5,0.55,0.0,0.0,53.0,64,42,180,180,21.9,29.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13,17.67,0.06,0.0,0.0,45.0,61,18,310,280,31.1,40.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14,14.32,0.0,0.0,0.0,20.0,27,15,20,330,21.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15,10.51,0.0,0.0,0.0,22.0,32,15,10,10,18.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-16,5.37,0.0,0.0,0.0,29.0,38,22,20,320,10.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-17,10.51,0.23,1.0,0.0,33.0,36,21,320,310,19.9,29.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-01-18,11.41,0.0,0.0,0.0,25.0,35,17,320,290,17.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
